Tenant_ID,Full_Name,Age_Group,Occupation,Budget(minimum),Budget(Maximum),Inspection_Count,Has_Active_Application
TNT00883,Tenant_883,36 - 45,Freelancer,150000,200000,3,FALSE
TNT00884,Tenant_884,26 - 35,Banker,300000,500000,0,FALSE
TNT00885,Tenant_885,18 - 25,Trader,150000,200000,1,TRUE
TNT00886,Tenant_886,46 - 60,Banker,100000,150000,3,FALSE
TNT00887,Tenant_887,18 - 25,Student,200000,300000,4,FALSE
TNT00888,Tenant_888,46 - 60,Banker,300000,500000,5,TRUE
TNT00889,Tenant_889,46 - 60,Trader,100000,150000,5,TRUE
TNT00890,Tenant_890,36 - 45,Trader,100000,150000,0,FALSE
TNT00891,Tenant_891,36 - 45,Engineer,100000,150000,5,FALSE
TNT00892,Tenant_892,26 - 35,Trader,300000,500000,5,TRUE
TNT00893,Tenant_893,18 - 25,Student,100000,150000,5,FALSE
TNT00894,Tenant_894,18 - 25,Trader,200000,300000,0,TRUE
TNT00895,Tenant_895,18 - 25,Banker,300000,500000,0,FALSE
TNT00896,Tenant_896,46 - 60,Civil Servant,200000,300000,1,FALSE
TNT00897,Tenant_897,26 - 35,Civil Servant,300000,500000,2,FALSE
TNT00898,Tenant_898,36 - 45,Civil Servant,200000,300000,2,FALSE
TNT00899,Tenant_899,36 - 45,Freelancer,300000,500000,3,FALSE
TNT00900,Tenant_900,26 - 35,Trader,100000,150000,3,FALSE
TNT00901,Tenant_901,36 - 45,Civil Servant,200000,300000,1,TRUE
TNT00902,Tenant_902,18 - 25,Student,200000,300000,5,TRUE
TNT00903,Tenant_903,46 - 60,Student,200000,300000,1,FALSE
TNT00904,Tenant_904,18 - 25,Civil Servant,150000,200000,1,FALSE
TNT00905,Tenant_905,26 - 35,Student,100000,150000,4,FALSE
TNT00906,Tenant_906,36 - 45,Civil Servant,200000,300000,5,TRUE
TNT00907,Tenant_907,26 - 35,Student,200000,300000,5,FALSE
TNT00908,Tenant_908,26 - 35,Banker,300000,500000,1,FALSE
TNT00909,Tenant_909,36 - 45,Engineer,100000,150000,1,TRUE
TNT00910,Tenant_910,26 - 35,Freelancer,100000,150000,1,FALSE
TNT00911,Tenant_911,18 - 25,Civil Servant,200000,300000,1,FALSE
TNT00912,Tenant_912,26 - 35,Engineer,150000,200000,5,TRUE
TNT00913,Tenant_913,46 - 60,Engineer,200000,300000,2,FALSE
TNT00914,Tenant_914,18 - 25,Engineer,150000,200000,0,FALSE
TNT00915,Tenant_915,18 - 25,Banker,100000,150000,0,FALSE
TNT00916,Tenant_916,26 - 35,Freelancer,100000,150000,2,FALSE
TNT00917,Tenant_917,18 - 25,Trader,150000,200000,1,FALSE
TNT00918,Tenant_918,26 - 35,Trader,100000,150000,5,TRUE
TNT00919,Tenant_919,46 - 60,Civil Servant,300000,500000,4,FALSE
TNT00920,Tenant_920,26 - 35,Freelancer,150000,200000,4,TRUE
TNT00921,Tenant_921,36 - 45,Freelancer,300000,500000,3,FALSE
TNT00922,Tenant_922,26 - 35,Student,200000,300000,0,FALSE
TNT00923,Tenant_923,18 - 25,Engineer,200000,300000,3,TRUE
TNT00924,Tenant_924,26 - 35,Student,300000,500000,1,FALSE
TNT00925,Tenant_925,26 - 35,Banker,100000,150000,3,FALSE
TNT00926,Tenant_926,36 - 45,Banker,300000,500000,1,FALSE
TNT00927,Tenant_927,36 - 45,Freelancer,100000,150000,3,FALSE
TNT00928,Tenant_928,18 - 25,Banker,300000,500000,2,FALSE
TNT00929,Tenant_929,46 - 60,Freelancer,300000,500000,5,FALSE
TNT00930,Tenant_930,46 - 60,Trader,100000,150000,1,FALSE
TNT00931,Tenant_931,18 - 25,Engineer,300000,500000,4,FALSE
TNT00932,Tenant_932,18 - 25,Banker,150000,200000,1,TRUE
TNT00933,Tenant_933,18 - 25,Student,100000,150000,4,FALSE
TNT00934,Tenant_934,46 - 60,Banker,200000,300000,5,FALSE
TNT00935,Tenant_935,46 - 60,Civil Servant,200000,300000,4,FALSE
TNT00936,Tenant_936,46 - 60,Engineer,300000,500000,3,FALSE
TNT00937,Tenant_937,36 - 45,Banker,200000,300000,0,TRUE
TNT00938,Tenant_938,26 - 35,Freelancer,150000,200000,0,TRUE
TNT00939,Tenant_939,36 - 45,Banker,200000,300000,0,TRUE
TNT00940,Tenant_940,36 - 45,Trader,200000,300000,4,TRUE
TNT00941,Tenant_941,36 - 45,Trader,100000,150000,0,FALSE
TNT00942,Tenant_942,26 - 35,Banker,300000,500000,1,TRUE
TNT00943,Tenant_943,46 - 60,Student,200000,300000,1,TRUE
TNT00944,Tenant_944,26 - 35,Banker,300000,500000,5,FALSE
TNT00945,Tenant_945,36 - 45,Freelancer,100000,150000,1,TRUE
TNT00946,Tenant_946,26 - 35,Freelancer,200000,300000,5,FALSE
TNT00947,Tenant_947,46 - 60,Freelancer,200000,300000,4,TRUE
TNT00948,Tenant_948,36 - 45,Student,100000,150000,4,FALSE
TNT00949,Tenant_949,36 - 45,Trader,100000,150000,0,TRUE
TNT00950,Tenant_950,18 - 25,Freelancer,200000,300000,5,TRUE
TNT00951,Tenant_951,46 - 60,Freelancer,150000,200000,3,FALSE
TNT00952,Tenant_952,36 - 45,Banker,300000,500000,4,FALSE
TNT00953,Tenant_953,36 - 45,Trader,300000,500000,2,FALSE
TNT00954,Tenant_954,46 - 60,Freelancer,300000,500000,1,TRUE
TNT00955,Tenant_955,36 - 45,Freelancer,150000,200000,1,FALSE
TNT00956,Tenant_956,18 - 25,Banker,300000,500000,0,FALSE
TNT00957,Tenant_957,26 - 35,Banker,100000,150000,3,FALSE
TNT00958,Tenant_958,18 - 25,Engineer,100000,150000,1,FALSE
TNT00959,Tenant_959,26 - 35,Banker,200000,300000,4,TRUE
TNT00960,Tenant_960,18 - 25,Banker,150000,200000,3,FALSE
TNT00961,Tenant_961,26 - 35,Engineer,150000,200000,1,FALSE
TNT00962,Tenant_962,18 - 25,Freelancer,200000,300000,0,TRUE
TNT00963,Tenant_963,36 - 45,Civil Servant,150000,200000,0,FALSE
TNT00964,Tenant_964,26 - 35,Banker,300000,500000,0,FALSE
TNT00965,Tenant_965,46 - 60,Student,200000,300000,4,TRUE
TNT00966,Tenant_966,46 - 60,Engineer,300000,500000,0,FALSE
TNT00967,Tenant_967,18 - 25,Civil Servant,300000,500000,2,TRUE
TNT00968,Tenant_968,18 - 25,Civil Servant,200000,300000,4,FALSE
TNT00969,Tenant_969,18 - 25,Engineer,100000,150000,2,FALSE
TNT00970,Tenant_970,26 - 35,Civil Servant,200000,300000,0,TRUE
TNT00971,Tenant_971,36 - 45,Freelancer,150000,200000,3,FALSE
TNT00972,Tenant_972,46 - 60,Civil Servant,300000,500000,4,FALSE
TNT00973,Tenant_973,18 - 25,Civil Servant,300000,500000,2,FALSE
TNT00974,Tenant_974,26 - 35,Banker,150000,200000,4,FALSE
TNT00975,Tenant_975,26 - 35,Student,200000,300000,2,FALSE
TNT00976,Tenant_976,46 - 60,Freelancer,100000,150000,5,FALSE
TNT00977,Tenant_977,46 - 60,Banker,150000,200000,4,FALSE
TNT00978,Tenant_978,36 - 45,Freelancer,100000,150000,1,FALSE
TNT00979,Tenant_979,46 - 60,Civil Servant,300000,500000,2,FALSE
TNT00980,Tenant_980,36 - 45,Engineer,200000,300000,2,FALSE
TNT00981,Tenant_981,36 - 45,Engineer,200000,300000,4,FALSE
TNT00982,Tenant_982,26 - 35,Banker,300000,500000,3,FALSE
TNT00983,Tenant_983,26 - 35,Freelancer,150000,200000,1,TRUE
TNT00984,Tenant_984,36 - 45,Civil Servant,300000,500000,2,TRUE
TNT00985,Tenant_985,18 - 25,Banker,150000,200000,0,FALSE
TNT00986,Tenant_986,36 - 45,Civil Servant,300000,500000,0,FALSE
TNT00987,Tenant_987,46 - 60,Trader,100000,150000,5,TRUE
TNT00988,Tenant_988,36 - 45,Banker,200000,300000,4,FALSE
TNT00989,Tenant_989,36 - 45,Civil Servant,100000,150000,3,FALSE
TNT00990,Tenant_990,36 - 45,Trader,150000,200000,1,TRUE
TNT00991,Tenant_991,18 - 25,Engineer,150000,200000,2,FALSE
TNT00992,Tenant_992,18 - 25,Student,300000,500000,0,FALSE
TNT00993,Tenant_993,36 - 45,Engineer,100000,150000,2,FALSE
TNT00994,Tenant_994,46 - 60,Student,200000,300000,0,TRUE
TNT00995,Tenant_995,26 - 35,Freelancer,150000,200000,4,TRUE
TNT00996,Tenant_996,46 - 60,Student,300000,500000,4,TRUE
TNT00997,Tenant_997,26 - 35,Freelancer,200000,300000,2,FALSE
TNT00998,Tenant_998,46 - 60,Trader,300000,500000,4,FALSE
TNT00999,Tenant_999,18 - 25,Freelancer,150000,200000,1,FALSE
TNT01000,Tenant_1000,46 - 60,Banker,200000,300000,5,FALSE
TNT01001,Tenant_1001,36 - 45,Banker,300000,500000,4,FALSE
TNT01002,Tenant_1002,26 - 35,Civil Servant,150000,200000,1,FALSE
TNT01003,Tenant_1003,46 - 60,Banker,300000,500000,4,FALSE
TNT01004,Tenant_1004,46 - 60,Engineer,300000,500000,2,TRUE
TNT01005,Tenant_1005,46 - 60,Civil Servant,300000,500000,1,TRUE
TNT01006,Tenant_1006,18 - 25,Banker,200000,300000,5,FALSE
TNT01007,Tenant_1007,18 - 25,Freelancer,200000,300000,5,FALSE
TNT01008,Tenant_1008,46 - 60,Freelancer,150000,200000,5,FALSE
TNT01009,Tenant_1009,18 - 25,Freelancer,300000,500000,3,FALSE
TNT01010,Tenant_1010,46 - 60,Banker,200000,300000,5,FALSE
TNT01011,Tenant_1011,18 - 25,Civil Servant,200000,300000,2,FALSE
TNT01012,Tenant_1012,46 - 60,Trader,300000,500000,1,FALSE
TNT01013,Tenant_1013,36 - 45,Trader,150000,200000,0,FALSE
TNT01014,Tenant_1014,18 - 25,Engineer,100000,150000,5,TRUE
TNT01015,Tenant_1015,46 - 60,Freelancer,300000,500000,0,FALSE
TNT01016,Tenant_1016,26 - 35,Freelancer,150000,200000,3,TRUE
TNT01017,Tenant_1017,36 - 45,Engineer,100000,150000,0,FALSE
TNT01018,Tenant_1018,18 - 25,Freelancer,150000,200000,2,TRUE
TNT01019,Tenant_1019,46 - 60,Student,100000,150000,5,FALSE
TNT01020,Tenant_1020,26 - 35,Civil Servant,100000,150000,1,TRUE
TNT01021,Tenant_1021,26 - 35,Engineer,150000,200000,5,TRUE
TNT01022,Tenant_1022,26 - 35,Freelancer,200000,300000,2,FALSE
TNT01023,Tenant_1023,36 - 45,Engineer,150000,200000,4,FALSE
TNT01024,Tenant_1024,36 - 45,Student,100000,150000,4,FALSE
TNT01025,Tenant_1025,26 - 35,Student,300000,500000,0,FALSE
TNT01026,Tenant_1026,36 - 45,Civil Servant,100000,150000,3,FALSE
TNT01027,Tenant_1027,46 - 60,Banker,100000,150000,3,FALSE
TNT01028,Tenant_1028,18 - 25,Freelancer,150000,200000,5,FALSE
TNT01029,Tenant_1029,18 - 25,Civil Servant,100000,150000,4,TRUE
TNT01030,Tenant_1030,18 - 25,Student,300000,500000,3,FALSE
TNT01031,Tenant_1031,36 - 45,Student,200000,300000,3,FALSE
TNT01032,Tenant_1032,46 - 60,Civil Servant,300000,500000,0,TRUE
TNT01033,Tenant_1033,46 - 60,Student,200000,300000,5,FALSE
TNT01034,Tenant_1034,36 - 45,Banker,300000,500000,2,FALSE
TNT01035,Tenant_1035,36 - 45,Freelancer,200000,300000,2,FALSE
TNT01036,Tenant_1036,46 - 60,Engineer,150000,200000,1,TRUE
TNT01037,Tenant_1037,46 - 60,Banker,200000,300000,2,FALSE
TNT01038,Tenant_1038,26 - 35,Freelancer,150000,200000,2,FALSE
TNT01039,Tenant_1039,18 - 25,Student,300000,500000,0,TRUE
TNT01040,Tenant_1040,26 - 35,Banker,100000,150000,5,TRUE
TNT01041,Tenant_1041,46 - 60,Trader,150000,200000,0,FALSE
TNT01042,Tenant_1042,26 - 35,Trader,200000,300000,5,FALSE
TNT01043,Tenant_1043,18 - 25,Student,150000,200000,2,FALSE
TNT01044,Tenant_1044,36 - 45,Freelancer,150000,200000,1,FALSE
TNT01045,Tenant_1045,26 - 35,Freelancer,150000,200000,2,FALSE
TNT01046,Tenant_1046,26 - 35,Banker,150000,200000,5,FALSE
TNT01047,Tenant_1047,36 - 45,Trader,100000,150000,2,FALSE
TNT01048,Tenant_1048,36 - 45,Freelancer,150000,200000,4,FALSE
TNT01049,Tenant_1049,18 - 25,Banker,300000,500000,5,FALSE
TNT01050,Tenant_1050,46 - 60,Banker,150000,200000,1,TRUE
TNT01051,Tenant_1051,26 - 35,Trader,150000,200000,5,TRUE
TNT01052,Tenant_1052,18 - 25,Student,100000,150000,2,FALSE
TNT01053,Tenant_1053,26 - 35,Banker,300000,500000,0,TRUE
TNT01054,Tenant_1054,18 - 25,Student,100000,150000,5,TRUE
TNT01055,Tenant_1055,18 - 25,Trader,100000,150000,2,FALSE
TNT01056,Tenant_1056,36 - 45,Banker,300000,500000,3,TRUE
TNT01057,Tenant_1057,46 - 60,Engineer,300000,500000,4,TRUE
TNT01058,Tenant_1058,26 - 35,Trader,150000,200000,4,FALSE
TNT01059,Tenant_1059,46 - 60,Trader,300000,500000,4,FALSE
TNT01060,Tenant_1060,18 - 25,Engineer,150000,200000,1,TRUE
TNT01061,Tenant_1061,36 - 45,Trader,100000,150000,5,FALSE
TNT01062,Tenant_1062,46 - 60,Engineer,150000,200000,4,FALSE
TNT01063,Tenant_1063,36 - 45,Engineer,150000,200000,2,TRUE
TNT01064,Tenant_1064,36 - 45,Trader,300000,500000,1,FALSE
TNT01065,Tenant_1065,26 - 35,Engineer,100000,150000,3,TRUE
TNT01066,Tenant_1066,18 - 25,Engineer,300000,500000,0,FALSE
TNT01067,Tenant_1067,26 - 35,Trader,100000,150000,4,FALSE
TNT01068,Tenant_1068,26 - 35,Engineer,200000,300000,2,TRUE
TNT01069,Tenant_1069,46 - 60,Student,100000,150000,1,TRUE
TNT01070,Tenant_1070,36 - 45,Trader,100000,150000,5,FALSE
TNT01071,Tenant_1071,26 - 35,Trader,100000,150000,5,FALSE
TNT01072,Tenant_1072,26 - 35,Student,100000,150000,2,FALSE
TNT01073,Tenant_1073,18 - 25,Freelancer,150000,200000,5,FALSE
TNT01074,Tenant_1074,46 - 60,Civil Servant,300000,500000,4,TRUE
TNT01075,Tenant_1075,46 - 60,Banker,100000,150000,0,FALSE
TNT01076,Tenant_1076,36 - 45,Engineer,150000,200000,1,FALSE
TNT01077,Tenant_1077,36 - 45,Civil Servant,300000,500000,2,FALSE
TNT01078,Tenant_1078,46 - 60,Engineer,150000,200000,1,FALSE
TNT01079,Tenant_1079,46 - 60,Civil Servant,100000,150000,4,FALSE
TNT01080,Tenant_1080,18 - 25,Banker,300000,500000,5,TRUE
TNT01081,Tenant_1081,26 - 35,Engineer,100000,150000,4,FALSE
TNT01082,Tenant_1082,18 - 25,Civil Servant,200000,300000,3,FALSE
TNT01083,Tenant_1083,18 - 25,Engineer,150000,200000,3,FALSE
TNT01084,Tenant_1084,46 - 60,Student,100000,150000,4,FALSE
TNT01085,Tenant_1085,46 - 60,Student,300000,500000,1,TRUE
TNT01086,Tenant_1086,26 - 35,Civil Servant,300000,500000,2,FALSE
TNT01087,Tenant_1087,36 - 45,Student,150000,200000,2,FALSE
TNT01088,Tenant_1088,46 - 60,Student,200000,300000,1,FALSE
TNT01089,Tenant_1089,18 - 25,Trader,100000,150000,0,FALSE
TNT01090,Tenant_1090,26 - 35,Engineer,300000,500000,1,FALSE
TNT01091,Tenant_1091,36 - 45,Banker,200000,300000,4,TRUE
TNT01092,Tenant_1092,18 - 25,Engineer,300000,500000,4,FALSE
TNT01093,Tenant_1093,18 - 25,Trader,150000,200000,3,FALSE
TNT01094,Tenant_1094,36 - 45,Trader,300000,500000,2,FALSE
TNT01095,Tenant_1095,18 - 25,Engineer,200000,300000,3,TRUE
TNT01096,Tenant_1096,18 - 25,Civil Servant,300000,500000,2,FALSE
TNT01097,Tenant_1097,26 - 35,Engineer,200000,300000,1,TRUE
TNT01098,Tenant_1098,18 - 25,Student,150000,200000,0,FALSE
TNT01099,Tenant_1099,18 - 25,Trader,150000,200000,5,FALSE
TNT01100,Tenant_1100,26 - 35,Engineer,150000,200000,2,TRUE
TNT01101,Tenant_1101,26 - 35,Banker,300000,500000,0,FALSE
TNT01102,Tenant_1102,36 - 45,Banker,150000,200000,0,FALSE
TNT01103,Tenant_1103,36 - 45,Student,150000,200000,0,FALSE
TNT01104,Tenant_1104,36 - 45,Student,150000,200000,1,TRUE
TNT01105,Tenant_1105,26 - 35,Engineer,200000,300000,0,FALSE
TNT01106,Tenant_1106,18 - 25,Banker,150000,200000,0,FALSE
TNT01107,Tenant_1107,18 - 25,Civil Servant,300000,500000,4,FALSE
TNT01108,Tenant_1108,18 - 25,Trader,300000,500000,4,FALSE
TNT01109,Tenant_1109,18 - 25,Freelancer,150000,200000,2,FALSE
TNT01110,Tenant_1110,26 - 35,Banker,300000,500000,4,FALSE
TNT01111,Tenant_1111,46 - 60,Trader,150000,200000,2,TRUE
TNT01112,Tenant_1112,36 - 45,Banker,150000,200000,0,TRUE
TNT01113,Tenant_1113,46 - 60,Engineer,300000,500000,4,FALSE
TNT01114,Tenant_1114,36 - 45,Freelancer,100000,150000,3,FALSE
TNT01115,Tenant_1115,36 - 45,Freelancer,300000,500000,5,FALSE
TNT01116,Tenant_1116,26 - 35,Engineer,200000,300000,5,FALSE
TNT01117,Tenant_1117,36 - 45,Engineer,200000,300000,1,FALSE
TNT01118,Tenant_1118,26 - 35,Student,100000,150000,4,TRUE
TNT01119,Tenant_1119,46 - 60,Trader,200000,300000,1,FALSE
TNT01120,Tenant_1120,18 - 25,Civil Servant,300000,500000,5,FALSE
TNT01121,Tenant_1121,46 - 60,Trader,300000,500000,4,FALSE
TNT01122,Tenant_1122,46 - 60,Student,200000,300000,5,FALSE
TNT01123,Tenant_1123,26 - 35,Trader,150000,200000,4,FALSE
TNT01124,Tenant_1124,26 - 35,Freelancer,200000,300000,3,FALSE
TNT01125,Tenant_1125,36 - 45,Banker,100000,150000,0,FALSE
TNT01126,Tenant_1126,18 - 25,Freelancer,200000,300000,2,FALSE
TNT01127,Tenant_1127,46 - 60,Student,100000,150000,4,FALSE
TNT01128,Tenant_1128,46 - 60,Trader,100000,150000,4,TRUE
TNT01129,Tenant_1129,26 - 35,Trader,300000,500000,1,FALSE
TNT01130,Tenant_1130,26 - 35,Banker,200000,300000,0,FALSE
TNT01131,Tenant_1131,26 - 35,Civil Servant,150000,200000,4,TRUE
TNT01132,Tenant_1132,46 - 60,Banker,100000,150000,4,FALSE
TNT01133,Tenant_1133,26 - 35,Banker,200000,300000,2,FALSE
TNT01134,Tenant_1134,36 - 45,Freelancer,200000,300000,5,FALSE
TNT01135,Tenant_1135,36 - 45,Student,300000,500000,0,FALSE
TNT01136,Tenant_1136,36 - 45,Student,150000,200000,0,FALSE
TNT01137,Tenant_1137,18 - 25,Student,150000,200000,5,FALSE
TNT01138,Tenant_1138,36 - 45,Freelancer,200000,300000,4,FALSE
TNT01139,Tenant_1139,26 - 35,Engineer,150000,200000,0,FALSE
TNT01140,Tenant_1140,26 - 35,Trader,100000,150000,0,TRUE
TNT01141,Tenant_1141,46 - 60,Freelancer,300000,500000,2,FALSE
TNT01142,Tenant_1142,18 - 25,Student,200000,300000,3,FALSE
TNT01143,Tenant_1143,18 - 25,Freelancer,150000,200000,5,FALSE
TNT01144,Tenant_1144,26 - 35,Freelancer,200000,300000,5,TRUE
TNT01145,Tenant_1145,46 - 60,Civil Servant,150000,200000,2,TRUE
TNT01146,Tenant_1146,36 - 45,Engineer,100000,150000,3,FALSE
TNT01147,Tenant_1147,36 - 45,Civil Servant,200000,300000,2,TRUE
TNT01148,Tenant_1148,46 - 60,Banker,300000,500000,5,FALSE
TNT01149,Tenant_1149,46 - 60,Civil Servant,150000,200000,5,TRUE
TNT01150,Tenant_1150,26 - 35,Civil Servant,300000,500000,4,FALSE
TNT01151,Tenant_1151,18 - 25,Student,300000,500000,2,FALSE
TNT01152,Tenant_1152,46 - 60,Freelancer,100000,150000,0,FALSE
TNT01153,Tenant_1153,26 - 35,Banker,100000,150000,0,FALSE
TNT01154,Tenant_1154,18 - 25,Trader,150000,200000,1,FALSE
TNT01155,Tenant_1155,36 - 45,Trader,200000,300000,4,FALSE
TNT01156,Tenant_1156,46 - 60,Trader,150000,200000,0,TRUE
TNT01157,Tenant_1157,36 - 45,Freelancer,150000,200000,4,FALSE
TNT01158,Tenant_1158,26 - 35,Freelancer,100000,150000,2,FALSE
TNT01159,Tenant_1159,36 - 45,Engineer,150000,200000,0,FALSE
TNT01160,Tenant_1160,26 - 35,Student,150000,200000,4,TRUE
TNT01161,Tenant_1161,26 - 35,Banker,200000,300000,2,FALSE
TNT01162,Tenant_1162,18 - 25,Civil Servant,150000,200000,5,TRUE
TNT01163,Tenant_1163,26 - 35,Trader,200000,300000,3,FALSE
TNT01164,Tenant_1164,26 - 35,Banker,150000,200000,1,FALSE
TNT01165,Tenant_1165,36 - 45,Engineer,100000,150000,2,FALSE
TNT01166,Tenant_1166,18 - 25,Trader,150000,200000,5,FALSE
TNT01167,Tenant_1167,18 - 25,Banker,200000,300000,3,FALSE
TNT01168,Tenant_1168,18 - 25,Student,300000,500000,4,TRUE
TNT01169,Tenant_1169,36 - 45,Student,200000,300000,3,TRUE
TNT01170,Tenant_1170,18 - 25,Engineer,150000,200000,0,TRUE
TNT01171,Tenant_1171,36 - 45,Banker,150000,200000,5,FALSE
TNT01172,Tenant_1172,18 - 25,Engineer,150000,200000,5,FALSE
TNT01173,Tenant_1173,26 - 35,Engineer,200000,300000,4,FALSE
TNT01174,Tenant_1174,46 - 60,Engineer,200000,300000,1,FALSE
TNT01175,Tenant_1175,18 - 25,Freelancer,100000,150000,1,FALSE
TNT01176,Tenant_1176,36 - 45,Student,150000,200000,4,TRUE
TNT01177,Tenant_1177,46 - 60,Freelancer,300000,500000,0,FALSE
TNT01178,Tenant_1178,36 - 45,Civil Servant,200000,300000,4,FALSE
TNT01179,Tenant_1179,26 - 35,Freelancer,200000,300000,4,FALSE
TNT01180,Tenant_1180,26 - 35,Student,200000,300000,5,FALSE
TNT01181,Tenant_1181,36 - 45,Engineer,200000,300000,4,FALSE
TNT01182,Tenant_1182,46 - 60,Banker,300000,500000,2,FALSE
TNT01183,Tenant_1183,46 - 60,Engineer,100000,150000,1,FALSE
TNT01184,Tenant_1184,18 - 25,Engineer,300000,500000,1,FALSE
TNT01185,Tenant_1185,26 - 35,Freelancer,300000,500000,0,FALSE
TNT01186,Tenant_1186,46 - 60,Banker,200000,300000,1,FALSE
TNT01187,Tenant_1187,26 - 35,Student,200000,300000,0,TRUE
TNT01188,Tenant_1188,46 - 60,Trader,150000,200000,5,FALSE
TNT01189,Tenant_1189,46 - 60,Student,100000,150000,0,FALSE
TNT01190,Tenant_1190,18 - 25,Banker,100000,150000,1,TRUE
TNT01191,Tenant_1191,36 - 45,Student,100000,150000,4,TRUE
TNT01192,Tenant_1192,26 - 35,Freelancer,150000,200000,4,TRUE
TNT01193,Tenant_1193,26 - 35,Banker,100000,150000,2,TRUE
TNT01194,Tenant_1194,36 - 45,Trader,300000,500000,0,FALSE
TNT01195,Tenant_1195,18 - 25,Trader,200000,300000,3,FALSE
TNT01196,Tenant_1196,18 - 25,Banker,300000,500000,3,TRUE
TNT01197,Tenant_1197,26 - 35,Student,300000,500000,5,TRUE
TNT01198,Tenant_1198,36 - 45,Trader,100000,150000,1,TRUE
TNT01199,Tenant_1199,18 - 25,Civil Servant,200000,300000,1,TRUE
TNT01200,Tenant_1200,36 - 45,Banker,100000,150000,3,FALSE
TNT01201,Tenant_1201,46 - 60,Banker,100000,150000,2,TRUE
TNT01202,Tenant_1202,26 - 35,Banker,200000,300000,5,FALSE
TNT01203,Tenant_1203,18 - 25,Engineer,150000,200000,0,TRUE
TNT01204,Tenant_1204,46 - 60,Student,150000,200000,0,TRUE
TNT01205,Tenant_1205,36 - 45,Banker,150000,200000,5,TRUE
TNT01206,Tenant_1206,36 - 45,Banker,200000,300000,1,TRUE
TNT01207,Tenant_1207,26 - 35,Engineer,300000,500000,5,TRUE
TNT01208,Tenant_1208,46 - 60,Freelancer,300000,500000,1,FALSE
TNT01209,Tenant_1209,18 - 25,Engineer,200000,300000,5,FALSE
TNT01210,Tenant_1210,26 - 35,Banker,100000,150000,4,FALSE
TNT01211,Tenant_1211,46 - 60,Student,100000,150000,2,FALSE
TNT01212,Tenant_1212,26 - 35,Engineer,200000,300000,0,TRUE
TNT01213,Tenant_1213,46 - 60,Banker,100000,150000,4,TRUE
TNT01214,Tenant_1214,18 - 25,Civil Servant,100000,150000,3,TRUE
TNT01215,Tenant_1215,36 - 45,Student,150000,200000,4,TRUE
TNT01216,Tenant_1216,36 - 45,Engineer,200000,300000,5,FALSE
TNT01217,Tenant_1217,36 - 45,Trader,150000,200000,3,TRUE
TNT01218,Tenant_1218,18 - 25,Student,300000,500000,3,FALSE
TNT01219,Tenant_1219,46 - 60,Civil Servant,300000,500000,0,FALSE
TNT01220,Tenant_1220,26 - 35,Banker,300000,500000,4,FALSE
TNT01221,Tenant_1221,36 - 45,Student,300000,500000,0,FALSE
TNT01222,Tenant_1222,36 - 45,Student,100000,150000,2,TRUE
TNT01223,Tenant_1223,18 - 25,Banker,100000,150000,2,FALSE
TNT01224,Tenant_1224,18 - 25,Trader,150000,200000,2,FALSE
TNT01225,Tenant_1225,46 - 60,Student,200000,300000,2,FALSE
TNT01226,Tenant_1226,46 - 60,Banker,100000,150000,3,FALSE
TNT01227,Tenant_1227,46 - 60,Student,200000,300000,5,FALSE
TNT01228,Tenant_1228,26 - 35,Freelancer,150000,200000,2,FALSE
TNT01229,Tenant_1229,46 - 60,Trader,300000,500000,0,FALSE
TNT01230,Tenant_1230,46 - 60,Civil Servant,100000,150000,5,FALSE
TNT01231,Tenant_1231,26 - 35,Freelancer,300000,500000,4,FALSE
TNT01232,Tenant_1232,36 - 45,Student,150000,200000,4,FALSE
TNT01233,Tenant_1233,36 - 45,Trader,200000,300000,0,FALSE
TNT01234,Tenant_1234,18 - 25,Banker,100000,150000,1,FALSE
TNT01235,Tenant_1235,26 - 35,Freelancer,200000,300000,1,FALSE
TNT01236,Tenant_1236,46 - 60,Trader,200000,300000,1,FALSE
TNT01237,Tenant_1237,36 - 45,Trader,300000,500000,1,TRUE
TNT01238,Tenant_1238,18 - 25,Student,100000,150000,3,TRUE
TNT01239,Tenant_1239,26 - 35,Civil Servant,150000,200000,3,FALSE
TNT01240,Tenant_1240,26 - 35,Freelancer,100000,150000,4,FALSE
TNT01241,Tenant_1241,26 - 35,Civil Servant,200000,300000,4,FALSE
TNT01242,Tenant_1242,46 - 60,Banker,300000,500000,3,FALSE
TNT01243,Tenant_1243,46 - 60,Engineer,200000,300000,3,TRUE
TNT01244,Tenant_1244,46 - 60,Student,200000,300000,4,FALSE
TNT01245,Tenant_1245,18 - 25,Civil Servant,100000,150000,0,TRUE
TNT01246,Tenant_1246,26 - 35,Trader,200000,300000,3,TRUE
TNT01247,Tenant_1247,18 - 25,Freelancer,100000,150000,0,FALSE
TNT01248,Tenant_1248,18 - 25,Engineer,100000,150000,2,TRUE
TNT01249,Tenant_1249,18 - 25,Civil Servant,200000,300000,0,FALSE
TNT01250,Tenant_1250,46 - 60,Trader,300000,500000,0,FALSE
TNT01251,Tenant_1251,26 - 35,Freelancer,200000,300000,3,FALSE
TNT01252,Tenant_1252,36 - 45,Freelancer,300000,500000,2,FALSE
TNT01253,Tenant_1253,46 - 60,Engineer,200000,300000,1,FALSE
TNT01254,Tenant_1254,46 - 60,Trader,150000,200000,0,TRUE
