Outcome_ID,Listing_ID,Tenant_ID,Offer_Accepted,Offer_Date,Final_Rent,Lease_Signed
RNT00814,LST05586,TNT02656,True,2025-04-29,201174,True
RNT00815,LST03999,TNT02812,True,2025-04-15,66279,True
RNT00816,LST04386,TNT01626,True,2025-03-01,99933,True
RNT00817,LST05030,TNT00576,True,2025-04-16,204533,False
RNT00818,LST07649,TNT03898,True,2025-03-09,212303,False
RNT00819,LST03876,TNT01628,True,2025-03-10,79951,True
RNT00820,LST03620,TNT01761,True,2025-04-26,163492,True
RNT00821,LST03590,TNT03996,True,2025-04-16,177289,True
RNT00822,LST01871,TNT00927,False,2025-04-26,397826,True
RNT00823,LST09478,TNT02744,True,2025-04-17,241698,True
RNT00824,LST06415,TNT04411,True,2025-04-28,113104,True
RNT00825,LST07762,TNT01021,True,2025-03-17,115273,True
RNT00826,LST06825,TNT03638,False,2025-03-26,488056,True
RNT00827,LST00514,TNT04296,False,2025-03-12,130167,True
RNT00828,LST01761,TNT02031,True,2025-04-30,465645,True
RNT00829,LST06371,TNT00037,True,2025-03-26,343156,True
RNT00830,LST00556,TNT03369,True,2025-03-31,116134,False
RNT00831,LST04016,TNT02764,False,2025-04-23,302722,True
RNT00832,LST01655,TNT04457,False,2025-03-06,337135,True
RNT00833,LST02159,TNT03815,True,2025-04-10,221860,True
RNT00834,LST01305,TNT04189,True,2025-03-16,248373,True
RNT00835,LST08135,TNT04111,True,2025-04-19,233962,True
RNT00836,LST07344,TNT00422,True,2025-03-11,456799,True
RNT00837,LST04698,TNT04500,False,2025-03-01,379884,False
RNT00838,LST08150,TNT01355,True,2025-03-09,475754,True
RNT00839,LST06012,TNT00586,True,2025-03-21,77591,True
RNT00840,LST09190,TNT02760,False,2025-03-16,457503,True
RNT00841,LST05920,TNT02223,True,2025-04-29,288075,True
RNT00842,LST05049,TNT02097,False,2025-04-23,239455,False
RNT00843,LST01904,TNT00927,False,2025-04-18,209915,True
RNT00844,LST02451,TNT04230,True,2025-04-26,70702,True
RNT00845,LST02366,TNT04791,True,2025-03-17,449436,True
RNT00846,LST03768,TNT04614,True,2025-03-11,109303,False
RNT00847,LST00821,TNT03548,True,2025-03-16,194520,True
RNT00848,LST03334,TNT00969,True,2025-04-04,205335,True
RNT00849,LST06610,TNT01759,True,2025-03-28,265717,True
RNT00850,LST01400,TNT02598,True,2025-03-29,401263,False
RNT00851,LST04926,TNT01446,True,2025-04-21,199513,True
RNT00852,LST01425,TNT02616,True,2025-03-03,227175,True
RNT00853,LST01377,TNT02248,True,2025-04-22,497500,True
RNT00854,LST03704,TNT01762,True,2025-03-29,349085,True
RNT00855,LST07979,TNT01908,False,2025-03-31,352952,True
RNT00856,LST06548,TNT04000,False,2025-03-25,149047,True
RNT00857,LST00958,TNT04973,True,2025-03-02,253059,True
RNT00858,LST07513,TNT03256,True,2025-03-20,497877,False
RNT00859,LST06005,TNT01746,True,2025-04-19,142472,True
RNT00860,LST01652,TNT01441,True,2025-03-09,292340,True
RNT00861,LST06587,TNT04119,True,2025-04-09,368328,True
RNT00862,LST01075,TNT00815,True,2025-04-28,390900,True
RNT00863,LST05536,TNT00684,True,2025-04-16,154959,False
RNT00864,LST04943,TNT01305,True,2025-03-13,454791,False
RNT00865,LST07448,TNT00581,True,2025-04-11,436952,False
RNT00866,LST00042,TNT04352,True,2025-04-10,167937,True
RNT00867,LST00572,TNT01392,True,2025-04-29,361835,True
RNT00868,LST00367,TNT03791,True,2025-04-12,333935,True
RNT00869,LST08998,TNT00616,False,2025-04-12,417011,True
RNT00870,LST01322,TNT03944,False,2025-04-07,215899,True
RNT00871,LST08106,TNT04578,True,2025-04-18,102820,True
RNT00872,LST00015,TNT02534,True,2025-04-04,155177,True
RNT00873,LST06851,TNT04388,False,2025-04-01,116968,True
RNT00874,LST00973,TNT04437,True,2025-04-10,386219,True
RNT00875,LST04215,TNT00051,False,2025-04-15,73693,True
RNT00876,LST08715,TNT02041,True,2025-04-28,270974,True
RNT00877,LST05878,TNT02196,False,2025-04-27,67394,True
RNT00878,LST03729,TNT03498,False,2025-03-28,174228,True
RNT00879,LST02469,TNT02341,True,2025-04-15,351654,True
RNT00880,LST09794,TNT04175,True,2025-03-26,499907,False
RNT00881,LST07978,TNT04015,True,2025-04-28,319783,True
RNT00882,LST04488,TNT04265,True,2025-03-31,302813,True
RNT00883,LST08061,TNT03757,False,2025-03-20,163298,True
RNT00884,LST07028,TNT02141,True,2025-03-04,89932,True
RNT00885,LST00762,TNT03684,False,2025-04-04,425605,True
RNT00886,LST07668,TNT01982,True,2025-04-14,199402,True
RNT00887,LST00321,TNT02081,True,2025-04-26,76181,True
RNT00888,LST04465,TNT02440,False,2025-04-27,310004,True
RNT00889,LST02738,TNT03353,False,2025-04-25,188493,True
RNT00890,LST04732,TNT02784,True,2025-04-01,178763,False
RNT00891,LST01686,TNT04967,False,2025-04-01,193480,True
RNT00892,LST09512,TNT01812,False,2025-04-25,496982,True
RNT00893,LST00127,TNT00117,True,2025-03-09,190080,True
RNT00894,LST06974,TNT02341,False,2025-03-05,110699,True
RNT00895,LST05673,TNT01831,False,2025-03-03,226676,True
RNT00896,LST03351,TNT03594,True,2025-03-29,337024,True
RNT00897,LST01885,TNT00174,False,2025-04-11,475934,True
RNT00898,LST04897,TNT00259,False,2025-03-22,115860,True
RNT00899,LST07037,TNT01979,True,2025-03-12,118755,True
RNT00900,LST02084,TNT00060,False,2025-04-20,368727,True
RNT00901,LST07540,TNT01771,False,2025-03-19,497259,True
RNT00902,LST02637,TNT00782,True,2025-04-23,244280,False
RNT00903,LST04551,TNT01149,True,2025-04-14,124005,True
RNT00904,LST07265,TNT01560,True,2025-03-04,410503,True
RNT00905,LST02367,TNT02417,False,2025-03-02,393053,True
RNT00906,LST03587,TNT02788,True,2025-03-16,303190,True
RNT00907,LST08765,TNT02582,False,2025-04-23,333746,True
RNT00908,LST09688,TNT03497,False,2025-03-14,464087,True
RNT00909,LST05704,TNT02575,False,2025-04-14,129595,False
RNT00910,LST08909,TNT03461,True,2025-03-03,492820,True
RNT00911,LST09575,TNT04884,False,2025-04-26,499201,False
RNT00912,LST00179,TNT00172,True,2025-04-20,364848,True
RNT00913,LST06505,TNT03236,True,2025-03-24,386978,True
RNT00914,LST08073,TNT01178,True,2025-04-24,138120,True
RNT00915,LST03339,TNT04121,False,2025-03-05,300345,False
RNT00916,LST09006,TNT03348,True,2025-03-02,276234,False
RNT00917,LST01234,TNT03857,True,2025-04-14,388125,False
RNT00918,LST01034,TNT02028,True,2025-04-13,413210,False
RNT00919,LST05616,TNT00871,True,2025-04-22,361320,False
RNT00920,LST02651,TNT02179,True,2025-04-21,161766,True
RNT00921,LST07687,TNT02502,True,2025-04-18,108226,True
RNT00922,LST08332,TNT00158,True,2025-04-08,285184,True
RNT00923,LST00380,TNT04261,True,2025-04-15,237511,False
RNT00924,LST04791,TNT02936,True,2025-04-25,161479,True
RNT00925,LST03283,TNT03654,True,2025-04-01,174292,True
RNT00926,LST08118,TNT04455,True,2025-04-28,99857,False
RNT00927,LST01519,TNT00019,True,2025-03-10,296595,True
RNT00928,LST05920,TNT04740,True,2025-03-19,152645,True
RNT00929,LST05381,TNT04543,False,2025-04-21,258807,True
RNT00930,LST02114,TNT02166,False,2025-03-30,163423,True
RNT00931,LST07912,TNT04035,True,2025-04-21,63809,True
RNT00932,LST08517,TNT02025,True,2025-03-09,424436,True
RNT00933,LST07097,TNT01395,False,2025-03-23,347049,True
RNT00934,LST07438,TNT04484,False,2025-03-18,447822,True
RNT00935,LST09964,TNT02712,True,2025-03-12,342440,True
RNT00936,LST00694,TNT01374,False,2025-03-28,403610,True
RNT00937,LST03248,TNT02178,True,2025-03-23,176824,True
RNT00938,LST09422,TNT04390,True,2025-03-19,325501,False
RNT00939,LST09633,TNT02329,False,2025-04-26,332648,False
RNT00940,LST02449,TNT04337,False,2025-03-05,459634,True
RNT00941,LST01986,TNT03662,True,2025-03-28,148015,True
RNT00942,LST01654,TNT04140,True,2025-04-17,116658,True
RNT00943,LST05730,TNT03053,False,2025-04-21,298970,False
RNT00944,LST03257,TNT02181,True,2025-04-12,414273,True
RNT00945,LST04698,TNT01255,False,2025-04-04,216688,True
RNT00946,LST03628,TNT04822,True,2025-04-07,275577,False
RNT00947,LST09965,TNT01585,True,2025-04-12,73436,True
RNT00948,LST06129,TNT03699,False,2025-03-14,170567,True
RNT00949,LST09627,TNT04070,True,2025-04-07,264039,True
RNT00950,LST09668,TNT00788,True,2025-03-12,429336,True
RNT00951,LST00060,TNT03832,True,2025-04-01,490313,True
RNT00952,LST03206,TNT00450,True,2025-04-24,198196,True
RNT00953,LST09791,TNT01590,True,2025-03-28,91033,True
RNT00954,LST04735,TNT02132,True,2025-04-18,144590,True
RNT00955,LST07557,TNT01017,True,2025-04-16,177070,True
RNT00956,LST09430,TNT02508,False,2025-04-18,56346,True
RNT00957,LST09987,TNT00471,False,2025-04-15,110898,True
RNT00958,LST03653,TNT02565,True,2025-04-15,380524,True
RNT00959,LST05752,TNT03077,True,2025-03-15,211386,True
RNT00960,LST03109,TNT00793,True,2025-04-07,53574,True
RNT00961,LST08340,TNT04900,False,2025-04-05,364867,True
RNT00962,LST09600,TNT02506,True,2025-03-21,339890,False
RNT00963,LST03776,TNT01195,True,2025-04-14,458808,True
RNT00964,LST07151,TNT00864,True,2025-03-12,266540,True
RNT00965,LST05728,TNT01084,True,2025-03-15,252389,False
RNT00966,LST06058,TNT00256,False,2025-04-05,271056,True
RNT00967,LST03775,TNT04332,True,2025-04-12,399303,True
RNT00968,LST04053,TNT03392,False,2025-03-07,121440,False
RNT00969,LST05946,TNT00679,True,2025-04-21,451893,True
RNT00970,LST04705,TNT01897,False,2025-04-05,327192,True
RNT00971,LST08419,TNT03679,True,2025-03-11,249066,True
RNT00972,LST05800,TNT04344,True,2025-04-20,344765,True
RNT00973,LST03999,TNT02257,True,2025-04-29,235952,False
RNT00974,LST04555,TNT01743,False,2025-04-02,92174,True
RNT00975,LST08731,TNT02487,True,2025-04-06,329774,False
RNT00976,LST05741,TNT01270,True,2025-03-13,281019,True
RNT00977,LST00764,TNT01205,False,2025-04-28,155719,True
RNT00978,LST02170,TNT01598,True,2025-03-25,472216,False
RNT00979,LST01929,TNT02005,True,2025-04-11,238636,False
RNT00980,LST04827,TNT03879,False,2025-03-13,485938,False
RNT00981,LST05759,TNT04307,True,2025-04-12,251602,False
RNT00982,LST09064,TNT00845,False,2025-04-10,141940,True
RNT00983,LST07475,TNT03164,True,2025-03-11,135274,True
RNT00984,LST02840,TNT03709,True,2025-04-19,170277,True
RNT00985,LST01439,TNT03721,False,2025-04-23,448927,True
RNT00986,LST06294,TNT02154,False,2025-03-30,202110,True
RNT00987,LST07529,TNT03760,True,2025-04-05,215022,True
RNT00988,LST09617,TNT00387,False,2025-04-11,205914,True
RNT00989,LST05501,TNT02158,False,2025-03-28,143348,True
RNT00990,LST06097,TNT03948,True,2025-04-03,139396,True
RNT00991,LST03260,TNT04396,False,2025-03-02,67492,False
RNT00992,LST07383,TNT02627,False,2025-03-31,257677,True
RNT00993,LST00439,TNT01360,True,2025-04-26,297525,True
RNT00994,LST00094,TNT00543,False,2025-04-17,211087,True
RNT00995,LST05257,TNT02866,True,2025-04-28,50486,True
RNT00996,LST07104,TNT00796,True,2025-03-03,446400,True
RNT00997,LST02823,TNT00671,True,2025-03-18,265897,True
RNT00998,LST00340,TNT04167,True,2025-03-12,281499,False
RNT00999,LST06673,TNT03530,False,2025-04-11,255201,True
RNT01000,LST08432,TNT01432,False,2025-04-26,248342,False
RNT01001,LST07848,TNT02680,True,2025-03-15,135179,False
RNT01002,LST09058,TNT02275,False,2025-03-23,110771,True
RNT01003,LST07929,TNT03713,True,2025-04-27,375680,True
RNT01004,LST04444,TNT01273,True,2025-04-28,181289,True
RNT01005,LST02723,TNT03839,False,2025-03-30,356739,True
RNT01006,LST08079,TNT03707,True,2025-04-19,412959,True
RNT01007,LST06487,TNT00476,True,2025-04-11,54608,True
RNT01008,LST06294,TNT03183,True,2025-03-15,433226,True
RNT01009,LST02243,TNT03356,True,2025-03-06,218166,False
RNT01010,LST04402,TNT01658,False,2025-04-03,471217,True
RNT01011,LST02194,TNT04387,True,2025-04-09,353908,True
RNT01012,LST05680,TNT02980,True,2025-04-08,493112,False
RNT01013,LST01175,TNT02616,True,2025-03-24,54514,True
RNT01014,LST08265,TNT02337,True,2025-04-07,118100,True
RNT01015,LST08958,TNT01086,False,2025-03-16,309127,True
RNT01016,LST00997,TNT03827,False,2025-03-05,180998,True
RNT01017,LST06899,TNT00533,True,2025-04-22,287279,True
RNT01018,LST02681,TNT04761,True,2025-03-06,397349,True
RNT01019,LST02935,TNT01492,True,2025-04-16,199976,True
RNT01020,LST01719,TNT02511,True,2025-03-28,467091,True
RNT01021,LST00891,TNT03562,True,2025-04-13,471272,False
RNT01022,LST06017,TNT01148,True,2025-04-07,481344,True
RNT01023,LST03610,TNT03618,True,2025-04-07,208687,True
RNT01024,LST08953,TNT03669,True,2025-03-12,177337,True
RNT01025,LST04922,TNT03375,False,2025-04-13,227325,True
RNT01026,LST03944,TNT04904,False,2025-03-06,272907,True
RNT01027,LST07782,TNT03467,True,2025-04-11,361241,True
RNT01028,LST01593,TNT02044,False,2025-03-13,298412,True
RNT01029,LST09225,TNT02710,False,2025-03-21,309708,True
RNT01030,LST07426,TNT04321,True,2025-03-16,292309,True
RNT01031,LST04885,TNT03269,True,2025-03-20,53014,False
RNT01032,LST03770,TNT04692,True,2025-04-15,123006,True
RNT01033,LST02818,TNT03096,False,2025-03-30,135841,True
RNT01034,LST05769,TNT02532,True,2025-04-16,452435,True
RNT01035,LST01628,TNT04331,True,2025-03-04,334788,True
RNT01036,LST00350,TNT00038,True,2025-03-23,371829,True
RNT01037,LST07727,TNT04289,True,2025-03-01,306674,True
RNT01038,LST00074,TNT04887,False,2025-04-22,323375,True
RNT01039,LST05628,TNT02602,True,2025-03-31,456682,True
RNT01040,LST03432,TNT01489,True,2025-04-24,320080,True
RNT01041,LST08499,TNT02812,False,2025-04-11,331044,True
RNT01042,LST04900,TNT03872,False,2025-03-01,246153,False
RNT01043,LST08150,TNT03502,True,2025-04-01,314096,True
RNT01044,LST03428,TNT00669,True,2025-03-31,146473,True
RNT01045,LST02189,TNT01970,False,2025-03-24,195361,True
RNT01046,LST08731,TNT04388,True,2025-03-01,204912,False
RNT01047,LST03603,TNT03899,True,2025-04-16,232035,True
RNT01048,LST00669,TNT04143,True,2025-04-05,171592,True
RNT01049,LST03656,TNT01608,True,2025-04-05,254494,True
RNT01050,LST06189,TNT02375,False,2025-04-28,268898,True
RNT01051,LST04028,TNT00892,True,2025-04-19,120183,True
RNT01052,LST00150,TNT02276,False,2025-04-27,330316,True
RNT01053,LST06338,TNT01084,True,2025-03-20,451433,True
RNT01054,LST09534,TNT01704,False,2025-04-06,162382,True
RNT01055,LST08670,TNT04765,False,2025-03-19,472884,True
RNT01056,LST00666,TNT03466,True,2025-04-12,157554,True
RNT01057,LST02267,TNT01416,True,2025-04-06,234447,True
RNT01058,LST00513,TNT01121,False,2025-04-09,440005,True
RNT01059,LST02951,TNT03093,False,2025-04-09,240407,False
RNT01060,LST00171,TNT01521,True,2025-04-20,50124,True
RNT01061,LST08652,TNT04876,True,2025-04-28,67941,True
RNT01062,LST04867,TNT04630,True,2025-03-26,350646,True
RNT01063,LST06208,TNT03671,True,2025-03-13,385140,True
RNT01064,LST05996,TNT03452,True,2025-04-20,433123,False
RNT01065,LST06571,TNT04373,True,2025-03-23,90717,True
RNT01066,LST06724,TNT00760,True,2025-03-30,137047,True
RNT01067,LST07484,TNT02820,False,2025-03-25,482298,False
RNT01068,LST04674,TNT03239,True,2025-04-02,397414,False
RNT01069,LST09593,TNT01713,True,2025-03-27,189223,True
RNT01070,LST09848,TNT04130,True,2025-04-15,436707,True
RNT01071,LST04181,TNT00295,False,2025-03-27,396393,True
RNT01072,LST09319,TNT04701,False,2025-03-09,426961,True
RNT01073,LST01554,TNT04556,True,2025-04-19,206275,True
RNT01074,LST00785,TNT04367,True,2025-03-05,75619,False
RNT01075,LST00810,TNT02970,True,2025-03-16,110267,True
RNT01076,LST06882,TNT00830,True,2025-04-04,231769,True
RNT01077,LST04729,TNT04681,True,2025-04-29,312684,True
RNT01078,LST07514,TNT00716,False,2025-03-01,316943,True
RNT01079,LST08607,TNT01278,False,2025-04-21,353382,True
RNT01080,LST01637,TNT02211,True,2025-03-21,72207,True
RNT01081,LST03919,TNT03517,True,2025-04-28,81336,False
RNT01082,LST08158,TNT02950,False,2025-04-07,406922,True
RNT01083,LST03898,TNT02196,True,2025-03-23,306285,True
RNT01084,LST01583,TNT04166,True,2025-03-05,454163,True
RNT01085,LST08359,TNT01498,True,2025-04-09,218471,True
RNT01086,LST08808,TNT01487,True,2025-04-19,66978,False
RNT01087,LST09741,TNT01399,False,2025-04-22,57096,True
RNT01088,LST00223,TNT03318,True,2025-03-17,425730,True
RNT01089,LST01787,TNT02353,True,2025-04-05,356572,True
RNT01090,LST04323,TNT03171,True,2025-03-18,120707,False
RNT01091,LST05143,TNT04128,False,2025-04-17,140125,True
RNT01092,LST08579,TNT02775,False,2025-03-23,229566,True
RNT01093,LST02862,TNT00374,False,2025-03-18,82963,False
RNT01094,LST06908,TNT02284,True,2025-04-17,353939,True
RNT01095,LST02949,TNT03187,True,2025-03-11,362575,True
RNT01096,LST09508,TNT02102,True,2025-03-11,74258,False
RNT01097,LST04224,TNT04620,True,2025-04-27,179573,True
RNT01098,LST02095,TNT00135,True,2025-03-24,281234,True
RNT01099,LST01446,TNT00971,True,2025-04-07,369422,True
RNT01100,LST07435,TNT02471,False,2025-03-22,68598,True
RNT01101,LST02743,TNT01254,True,2025-03-22,316877,True
RNT01102,LST07736,TNT02171,False,2025-03-07,466691,True
RNT01103,LST04930,TNT02005,True,2025-03-13,327481,True
RNT01104,LST06178,TNT04086,True,2025-04-22,108904,True
RNT01105,LST08699,TNT00483,True,2025-04-24,384508,True
RNT01106,LST02387,TNT04302,True,2025-04-22,201686,True
RNT01107,LST07664,TNT04193,True,2025-03-13,304311,True
RNT01108,LST09889,TNT00302,True,2025-04-15,290941,True
RNT01109,LST00325,TNT04800,True,2025-03-03,50536,True
RNT01110,LST09945,TNT00614,True,2025-04-17,299755,False
RNT01111,LST01938,TNT00704,True,2025-03-21,194811,True
RNT01112,LST05559,TNT02348,True,2025-04-09,337471,True
RNT01113,LST03274,TNT03430,True,2025-03-05,52052,True
RNT01114,LST08525,TNT00782,True,2025-03-23,467125,True
RNT01115,LST05606,TNT03065,False,2025-03-19,414858,True
RNT01116,LST09748,TNT04422,True,2025-03-07,482684,True
RNT01117,LST02228,TNT03309,False,2025-04-07,459318,True
RNT01118,LST03627,TNT01881,True,2025-03-27,347028,True
RNT01119,LST00374,TNT04828,True,2025-03-14,146672,True
RNT01120,LST04203,TNT00276,True,2025-04-12,232689,True
RNT01121,LST01745,TNT00947,True,2025-04-14,288289,False
RNT01122,LST08973,TNT02825,True,2025-03-23,340852,True
RNT01123,LST08917,TNT03868,True,2025-03-08,425118,True
RNT01124,LST00460,TNT00441,False,2025-04-28,116533,True
RNT01125,LST03328,TNT01874,True,2025-04-17,431948,True
RNT01126,LST03476,TNT03762,True,2025-04-15,173900,False
RNT01127,LST06632,TNT03402,True,2025-04-29,309825,True
RNT01128,LST07638,TNT01725,False,2025-04-28,483211,False
RNT01129,LST02312,TNT04617,False,2025-03-07,329379,True
RNT01130,LST01899,TNT01797,True,2025-03-02,328497,True
RNT01131,LST04914,TNT04924,False,2025-04-08,302080,False
RNT01132,LST01162,TNT02302,False,2025-03-27,367294,True
RNT01133,LST08208,TNT04524,True,2025-04-01,153196,False
RNT01134,LST02778,TNT02382,True,2025-03-20,395655,True
RNT01135,LST06122,TNT03864,False,2025-03-22,135840,True
RNT01136,LST00476,TNT02147,False,2025-03-07,56979,True
RNT01137,LST05357,TNT01833,True,2025-04-13,328554,True
RNT01138,LST07649,TNT02844,True,2025-03-15,317286,True
RNT01139,LST02158,TNT04497,True,2025-04-25,327896,True
RNT01140,LST06066,TNT02412,False,2025-04-21,408792,True
RNT01141,LST09116,TNT04560,True,2025-04-29,330317,True
RNT01142,LST09185,TNT04906,True,2025-03-28,95229,True
RNT01143,LST07255,TNT04039,True,2025-03-15,496504,True
RNT01144,LST06391,TNT03874,True,2025-03-26,192723,True
RNT01145,LST09911,TNT03390,True,2025-04-18,135616,True
RNT01146,LST08849,TNT02454,True,2025-03-23,88806,True
RNT01147,LST01792,TNT00719,True,2025-04-16,162320,False
RNT01148,LST04547,TNT04732,True,2025-04-08,415489,True
RNT01149,LST00344,TNT03233,False,2025-03-01,324803,True
RNT01150,LST01185,TNT02973,True,2025-04-30,59073,True
RNT01151,LST03994,TNT00567,True,2025-04-24,199887,True
RNT01152,LST06061,TNT01686,True,2025-03-22,198607,True
RNT01153,LST09656,TNT03538,True,2025-04-16,252542,True
RNT01154,LST03222,TNT01992,True,2025-03-02,313961,True
RNT01155,LST09563,TNT03529,False,2025-03-17,210864,True
RNT01156,LST03850,TNT04801,True,2025-03-05,353024,True
RNT01157,LST07930,TNT02881,True,2025-04-01,186719,True
RNT01158,LST00693,TNT00796,False,2025-03-16,109211,False
RNT01159,LST07507,TNT03757,True,2025-04-01,498434,False
RNT01160,LST07829,TNT00107,False,2025-04-26,130895,True
RNT01161,LST08918,TNT02050,True,2025-04-28,61732,True
RNT01162,LST00575,TNT01128,True,2025-04-27,103012,True
RNT01163,LST04475,TNT00791,False,2025-03-10,54318,True
RNT01164,LST07285,TNT01742,False,2025-03-10,374788,True
RNT01165,LST08900,TNT03474,True,2025-03-16,468014,False
RNT01166,LST05078,TNT03433,True,2025-03-17,283963,True
RNT01167,LST01587,TNT03501,True,2025-03-09,450181,True
RNT01168,LST07125,TNT02225,True,2025-03-27,418834,True
RNT01169,LST09336,TNT01830,True,2025-04-25,369656,True
RNT01170,LST09297,TNT04330,True,2025-04-14,420743,True
RNT01171,LST08219,TNT00942,True,2025-04-01,224110,True
RNT01172,LST00297,TNT02666,True,2025-04-23,81372,True
RNT01173,LST00992,TNT00560,False,2025-04-02,384952,True
RNT01174,LST00695,TNT02981,False,2025-04-20,174236,True
RNT01175,LST01636,TNT03049,False,2025-04-21,376795,True
RNT01176,LST05724,TNT03360,False,2025-03-30,425431,True
RNT01177,LST01361,TNT00846,False,2025-04-25,248110,False
RNT01178,LST09381,TNT04679,True,2025-03-03,381592,True
RNT01179,LST08504,TNT04117,False,2025-04-15,250761,True
RNT01180,LST01790,TNT03602,True,2025-03-13,239192,True
RNT01181,LST07424,TNT02106,True,2025-04-26,65086,True
RNT01182,LST09085,TNT01090,True,2025-04-22,399964,True
RNT01183,LST05057,TNT04949,True,2025-04-13,353318,False
RNT01184,LST08616,TNT01042,True,2025-03-12,470064,True
RNT01185,LST05490,TNT04002,True,2025-03-14,179706,True
RNT01186,LST05463,TNT00249,False,2025-04-10,166076,True
RNT01187,LST03442,TNT04810,True,2025-04-22,112140,True
RNT01188,LST02089,TNT04195,True,2025-04-04,109701,True
RNT01189,LST03748,TNT04406,False,2025-03-08,347265,True
RNT01190,LST02368,TNT02412,True,2025-03-09,245348,True
RNT01191,LST03385,TNT04102,True,2025-04-03,223270,True
RNT01192,LST02076,TNT03140,True,2025-03-06,345425,True
RNT01193,LST01863,TNT04489,False,2025-03-29,146002,True
RNT01194,LST00907,TNT02726,True,2025-03-05,380048,True
RNT01195,LST09903,TNT00353,False,2025-04-26,86477,True
RNT01196,LST08146,TNT04158,False,2025-04-20,415931,True
RNT01197,LST09396,TNT03658,True,2025-04-25,457915,False
RNT01198,LST01293,TNT03121,False,2025-04-03,374604,True
RNT01199,LST01371,TNT04353,True,2025-04-22,366226,False
RNT01200,LST05715,TNT03082,True,2025-04-09,320948,False
RNT01201,LST00775,TNT01721,False,2025-04-11,482090,True
RNT01202,LST09320,TNT01480,False,2025-04-16,269027,True
RNT01203,LST00531,TNT03259,True,2025-04-06,116701,False
RNT01204,LST06022,TNT01260,False,2025-04-18,215040,True
RNT01205,LST00995,TNT03954,True,2025-03-15,142945,True
RNT01206,LST04857,TNT01976,True,2025-03-23,494229,True
RNT01207,LST00450,TNT04534,True,2025-04-30,143751,True
RNT01208,LST08499,TNT04247,False,2025-04-25,125318,True
RNT01209,LST00688,TNT02059,True,2025-03-20,477898,True
RNT01210,LST01729,TNT03054,True,2025-04-13,440231,True
RNT01211,LST06724,TNT02604,True,2025-03-29,273813,True
RNT01212,LST04758,TNT01024,True,2025-04-17,424854,True
RNT01213,LST06001,TNT02057,True,2025-04-13,270064,True
RNT01214,LST03573,TNT03396,False,2025-04-24,274377,True
RNT01215,LST08832,TNT00475,True,2025-04-17,268124,True
RNT01216,LST04507,TNT03907,True,2025-03-21,154583,True
RNT01217,LST08462,TNT02417,True,2025-04-26,69194,True
RNT01218,LST05056,TNT01374,True,2025-03-09,370448,True
RNT01219,LST07617,TNT00244,False,2025-04-22,206808,True
RNT01220,LST04236,TNT00770,True,2025-03-08,418728,True
RNT01221,LST03921,TNT02637,False,2025-03-05,132241,True
RNT01222,LST05285,TNT03986,False,2025-04-27,456516,True
RNT01223,LST05254,TNT04854,False,2025-03-11,106134,True
RNT01224,LST07550,TNT01674,True,2025-03-29,198473,True
RNT01225,LST01780,TNT03189,False,2025-04-17,497860,True
RNT01226,LST01717,TNT01877,False,2025-03-21,467555,True
RNT01227,LST03948,TNT03212,True,2025-04-30,411434,True
RNT01228,LST05889,TNT02195,True,2025-04-07,354145,True
RNT01229,LST02743,TNT01831,False,2025-03-28,315560,True
RNT01230,LST07871,TNT04243,False,2025-03-16,260879,False
RNT01231,LST03409,TNT03604,False,2025-04-18,195685,True
RNT01232,LST09097,TNT01104,True,2025-04-24,76905,True
RNT01233,LST06572,TNT02864,True,2025-04-01,305227,True
RNT01234,LST01533,TNT03772,True,2025-04-27,362005,False
RNT01235,LST00617,TNT00553,True,2025-04-22,50629,True
RNT01236,LST04407,TNT02786,True,2025-03-14,95459,True
RNT01237,LST04475,TNT01167,False,2025-03-05,385585,False
RNT01238,LST05152,TNT03132,False,2025-03-06,438054,True
RNT01239,LST04996,TNT04493,True,2025-03-20,50577,True
RNT01240,LST02015,TNT04510,False,2025-04-08,329945,True
RNT01241,LST03383,TNT02935,True,2025-04-23,486032,True
RNT01242,LST05897,TNT04014,True,2025-03-14,158626,True
RNT01243,LST05880,TNT00847,True,2025-03-16,96604,False
RNT01244,LST03414,TNT01671,True,2025-03-07,141327,True
RNT01245,LST06868,TNT01626,False,2025-04-27,254487,True
RNT01246,LST09542,TNT02371,True,2025-03-02,204208,True
RNT01247,LST02131,TNT00856,False,2025-04-04,194908,True
RNT01248,LST00017,TNT02748,True,2025-04-02,437138,True
RNT01249,LST08658,TNT03831,True,2025-03-26,90551,True
RNT01250,LST09518,TNT02769,True,2025-03-11,444500,True
RNT01251,LST09662,TNT00806,True,2025-03-16,135301,True
RNT01252,LST04245,TNT00200,True,2025-03-04,218660,True
RNT01253,LST01671,TNT00863,True,2025-04-22,434794,True
RNT01254,LST09940,TNT02523,True,2025-03-28,361878,True
RNT01255,LST06641,TNT04318,False,2025-04-16,364138,True
RNT01256,LST06291,TNT04132,False,2025-04-19,272333,True
RNT01257,LST07051,TNT04550,True,2025-03-22,352355,True
RNT01258,LST05510,TNT01145,True,2025-04-20,77400,True
RNT01259,LST03421,TNT00240,False,2025-04-07,272654,True
RNT01260,LST07543,TNT02878,True,2025-04-26,190859,True
RNT01261,LST06168,TNT02157,True,2025-03-17,98380,True
RNT01262,LST06815,TNT01424,True,2025-04-13,140629,True
