Listing_ID,Landlord_ID,Property_Type,Bedrooms,Bathrooms,Location,Monthly_Rent,Service_Charge,Availability_Status,Date_Listed
LST01688,LLD0307,Flat,1,1,Yaba,452297,10000,Inactive,2025-02-28
LST01689,LLD0244,Flat,1,2,Lekki,134872,10000,Available,2025-04-19
LST01690,LLD0002,Self-Contain,1,2,Surulere,208985,10000,Inactive,2025-02-08
LST01691,LLD0336,Self-Contain,3,1,Ikeja,352522,20000,Available,2025-01-26
LST01692,LLD0062,Single Room,3,2,Lekki,495112,10000,Rented,2025-02-19
LST01693,LLD0048,Single Room,3,1,Iyana Ipaja,112189,20000,Inactive,2025-04-20
LST01694,LLD0075,Single Room,2,2,Iyana Ipaja,76084,20000,Inactive,2025-03-03
LST01695,LLD0367,Flat,3,1,Ajah,409384,0,Rented,2025-01-14
LST01696,LLD0174,Single Room,1,2,Surulere,372825,20000,Inactive,2025-01-31
LST01697,LLD0108,Flat,3,1,Ikeja,72418,20000,Available,2025-02-18
LST01698,LLD0182,Flat,2,2,Surulere,223799,10000,Rented,2025-03-15
LST01699,LLD0191,Single Room,1,1,Lekki,124860,0,Rented,2025-02-15
LST01700,LLD0064,Single Room,3,2,Ikeja,475448,10000,Available,2025-03-15
LST01701,LLD0336,Flat,1,1,Surulere,247809,10000,Available,2025-02-07
LST01702,LLD0450,Self-Contain,1,2,Ajah,132168,0,Rented,2025-03-31
LST01703,LLD0473,Self-Contain,3,1,Ikeja,451219,20000,Inactive,2025-02-07
LST01704,LLD0270,Flat,3,1,Ikeja,207543,20000,Available,2025-01-03
LST01705,LLD0099,Single Room,2,2,Lekki,112468,30000,Available,2025-04-17
LST01706,LLD0031,Flat,3,2,Ikeja,497644,20000,Available,2025-03-26
LST01707,LLD0351,Flat,3,1,Ajah,468021,20000,Rented,2025-02-20
LST01708,LLD0127,Single Room,3,2,Yaba,118211,20000,Inactive,2025-02-05
LST01709,LLD0451,Self-Contain,1,1,Yaba,125012,,Available,2025-01-02
LST01710,LLD0401,Flat,2,1,Iyana Ipaja,69259,10000,Rented,2025-03-14
LST01711,LLD0368,Self-Contain,1,1,Yaba,221134,10000,Rented,2025-04-21
LST01712,LLD0338,Self-Contain,3,1,Lekki,361323,0,Inactive,2025-03-29
LST01713,LLD0042,Single Room,2,1,Iyana Ipaja,487074,10000,Rented,2025-04-10
LST01714,LLD0371,Flat,3,1,Yaba,247117,0,Rented,2025-04-06
LST01715,LLD0418,Flat,1,2,Yaba,130099,10000,Available,2025-01-07
LST01716,LLD0487,Self-Contain,1,1,Iyana Ipaja,198096,10000,Available,2025-04-27
LST01717,LLD0077,Self-Contain,3,1,Lekki,374124,,Available,2025-03-19
LST01718,LLD0313,Single Room,2,1,Iyana Ipaja,397314,,Rented,2025-04-06
LST01719,LLD0288,Self-Contain,1,1,Lekki,119283,20000,Inactive,2025-03-05
LST01720,LLD0269,Single Room,3,1,Lekki,364015,10000,Inactive,2025-04-17
LST01721,LLD0161,Flat,3,2,Surulere,70287,30000,Inactive,2025-04-26
LST01722,LLD0188,Single Room,3,2,Ajah,75887,30000,Rented,2025-04-26
LST01723,LLD0246,Self-Contain,2,1,Yaba,440637,,Available,2025-02-06
LST01724,LLD0387,Flat,3,1,Surulere,436514,20000,Rented,2025-04-10
LST01725,LLD0215,Single Room,3,1,Yaba,67802,10000,Available,2025-04-13
LST01726,LLD0314,Flat,1,2,Surulere,123135,0,Rented,2025-01-30
LST01727,LLD0412,Single Room,3,2,Ikeja,321794,,Rented,2025-03-19
LST01728,LLD0338,Self-Contain,2,1,Iyana Ipaja,200915,0,Inactive,2025-04-13
LST01729,LLD0389,Self-Contain,3,2,Surulere,235128,10000,Rented,2025-02-15
LST01730,LLD0376,Flat,2,1,Ajah,473448,10000,Inactive,2025-01-29
LST01731,LLD0480,Flat,3,1,Yaba,483296,0,Rented,2025-03-23
LST01732,LLD0432,Flat,3,2,Ikeja,417790,,Inactive,2025-01-25
LST01733,LLD0167,Single Room,3,2,Ajah,355671,10000,Rented,2025-03-21
LST01734,LLD0338,Self-Contain,2,2,Lekki,92297,0,Rented,2025-02-02
LST01735,LLD0192,Flat,1,2,Yaba,471484,,Available,2025-03-28
LST01736,LLD0452,Flat,2,2,Surulere,301008,10000,Available,2025-04-07
LST01737,LLD0282,Flat,1,1,Iyana Ipaja,341329,30000,Available,2025-04-03
LST01738,LLD0335,Single Room,2,2,Ajah,167769,10000,Rented,2025-04-09
LST01739,LLD0389,Flat,3,1,Ikeja,443562,20000,Available,2025-03-26
LST01740,LLD0487,Flat,3,2,Iyana Ipaja,492484,10000,Available,2025-03-29
LST01741,LLD0012,Single Room,1,1,Lekki,93418,20000,Rented,2025-04-18
LST01742,LLD0239,Single Room,1,2,Iyana Ipaja,59612,10000,Rented,2025-01-18
LST01743,LLD0319,Flat,2,2,Ikeja,223886,,Available,2025-03-22
LST01744,LLD0445,Flat,2,1,Lekki,135002,0,Available,2025-01-13
LST01745,LLD0482,Single Room,1,2,Ikeja,182703,10000,Rented,2025-04-26
LST01746,LLD0146,Self-Contain,1,1,Yaba,369355,30000,Rented,2025-03-22
LST01747,LLD0203,Single Room,2,2,Ikeja,196524,10000,Inactive,2025-03-24
LST01748,LLD0079,Self-Contain,1,1,Iyana Ipaja,306097,20000,Inactive,2025-01-06
LST01749,LLD0378,Flat,1,1,Yaba,128105,20000,Rented,2025-02-09
LST01750,LLD0042,Flat,1,2,Yaba,484116,0,Rented,2025-04-11
LST01751,LLD0457,Self-Contain,1,2,Ajah,203554,0,Available,2025-02-26
LST01752,LLD0088,Single Room,3,2,Iyana Ipaja,286379,,Inactive,2025-01-05
LST01753,LLD0147,Flat,3,2,Iyana Ipaja,281067,10000,Available,2025-03-16
LST01754,LLD0094,Self-Contain,1,2,Lekki,347616,10000,Inactive,2025-02-16
LST01755,LLD0451,Single Room,2,1,Ikeja,399604,20000,Available,2025-04-04
LST01756,LLD0427,Self-Contain,3,2,Surulere,168123,10000,Inactive,2025-01-17
LST01757,LLD0150,Single Room,2,2,Ikeja,484386,20000,Rented,2025-01-12
LST01758,LLD0001,Single Room,2,1,Iyana Ipaja,272874,10000,Rented,2025-04-27
LST01759,LLD0375,Single Room,3,1,Ikeja,248385,30000,Rented,2025-02-07
LST01760,LLD0021,Single Room,2,2,Iyana Ipaja,130379,10000,Available,2025-02-11
LST01761,LLD0370,Self-Contain,2,1,Yaba,216987,10000,Inactive,2025-04-06
LST01762,LLD0312,Self-Contain,1,2,Ikeja,145554,30000,Available,2025-02-23
LST01763,LLD0484,Self-Contain,1,1,Ikeja,58057,10000,Rented,2025-01-23
LST01764,LLD0327,Self-Contain,1,1,Iyana Ipaja,68883,10000,Inactive,2025-01-26
LST01765,LLD0006,Self-Contain,3,1,Iyana Ipaja,230910,20000,Inactive,2025-01-17
LST01766,LLD0205,Single Room,1,2,Lekki,110014,20000,Available,2025-04-11
LST01767,LLD0439,Flat,2,1,Ikeja,202522,10000,Rented,2025-03-11
LST01768,LLD0374,Flat,2,2,Ajah,206577,10000,Available,2025-04-23
LST01769,LLD0450,Self-Contain,2,2,Iyana Ipaja,469106,20000,Available,2025-02-16
LST01770,LLD0113,Self-Contain,2,2,Ajah,495201,0,Rented,2025-03-09
LST01771,LLD0271,Flat,2,1,Yaba,158269,,Rented,2025-03-06
LST01772,LLD0082,Single Room,3,2,Yaba,347157,0,Available,2025-04-27
LST01773,LLD0178,Self-Contain,2,1,Ajah,477169,30000,Inactive,2025-02-04
LST01774,LLD0209,Single Room,3,1,Surulere,183536,10000,Rented,2025-04-17
LST01775,LLD0499,Flat,2,2,Yaba,124111,0,Rented,2025-01-22
LST01776,LLD0463,Flat,3,2,Ajah,162839,10000,Rented,2025-02-02
LST01777,LLD0327,Self-Contain,3,2,Lekki,96825,10000,Rented,2025-04-27
LST01778,LLD0123,Single Room,2,2,Lekki,210638,0,Inactive,2025-04-16
LST01779,LLD0480,Self-Contain,2,2,Yaba,144035,10000,Inactive,2025-05-01
LST01780,LLD0112,Flat,2,1,Ajah,51521,30000,Available,2025-03-03
LST01781,LLD0011,Single Room,2,1,Ajah,329507,0,Available,2025-04-14
LST01782,LLD0125,Self-Contain,1,2,Ajah,130938,,Rented,2025-02-07
LST01783,LLD0052,Self-Contain,1,2,Surulere,267169,0,Available,2025-04-06
LST01784,LLD0330,Self-Contain,3,2,Yaba,434303,20000,Inactive,2025-04-22
LST01785,LLD0388,Flat,3,1,Surulere,252308,30000,Rented,2025-02-13
LST01786,LLD0282,Self-Contain,1,1,Ajah,192534,,Rented,2025-04-13
LST01787,LLD0139,Single Room,3,2,Iyana Ipaja,385253,0,Rented,2025-01-15
LST01788,LLD0400,Self-Contain,2,2,Ajah,232177,20000,Available,2025-03-01
LST01789,LLD0389,Flat,3,1,Iyana Ipaja,366842,0,Rented,2025-01-10
LST01790,LLD0096,Self-Contain,3,1,Lekki,289052,10000,Rented,2025-01-19
LST01791,LLD0004,Flat,3,2,Iyana Ipaja,470319,20000,Inactive,2025-04-07
LST01792,LLD0056,Flat,1,2,Lekki,169511,10000,Rented,2025-01-29
LST01793,LLD0411,Single Room,1,1,Yaba,459723,10000,Available,2025-04-21
LST01794,LLD0333,Single Room,3,1,Surulere,146783,0,Rented,2025-03-28
LST01795,LLD0068,Self-Contain,2,1,Surulere,244173,0,Available,2025-04-03
LST01796,LLD0117,Flat,3,1,Lekki,148829,0,Inactive,2025-03-28
LST01797,LLD0375,Flat,1,1,Lekki,166774,30000,Inactive,2025-02-20
LST01798,LLD0058,Single Room,2,2,Ajah,491542,0,Rented,2025-04-19
LST01799,LLD0032,Single Room,3,2,Ikeja,453563,20000,Inactive,2025-04-13
LST01800,LLD0317,Self-Contain,1,1,Lekki,269403,20000,Rented,2025-03-13
LST01801,LLD0049,Flat,2,1,Iyana Ipaja,318243,20000,Inactive,2025-02-16
LST01802,LLD0367,Single Room,3,1,Yaba,387248,20000,Inactive,2025-01-12
LST01803,LLD0488,Self-Contain,1,1,Surulere,54406,20000,Available,2025-04-12
LST01804,LLD0018,Flat,2,2,Iyana Ipaja,471253,10000,Available,2025-02-20
LST01805,LLD0213,Flat,3,2,Surulere,152439,10000,Rented,2025-01-02
LST01806,LLD0196,Single Room,2,2,Yaba,238250,,Rented,2025-02-03
LST01807,LLD0378,Self-Contain,2,2,Iyana Ipaja,448092,,Available,2025-03-10
LST01808,LLD0449,Single Room,2,1,Surulere,140692,20000,Inactive,2025-01-16
LST01809,LLD0477,Self-Contain,1,1,Lekki,211943,0,Rented,2025-02-28
LST01810,LLD0046,Flat,3,2,Ikeja,264985,10000,Inactive,2025-02-17
LST01811,LLD0166,Self-Contain,2,1,Lekki,408586,10000,Available,2025-03-28
LST01812,LLD0451,Self-Contain,2,2,Surulere,414973,20000,Inactive,2025-04-06
LST01813,LLD0288,Self-Contain,2,1,Ajah,162631,20000,Inactive,2025-03-28
LST01814,LLD0140,Self-Contain,1,1,Iyana Ipaja,94895,20000,Rented,2025-02-03
LST01815,LLD0083,Self-Contain,2,2,Ikeja,304408,20000,Inactive,2025-03-16
LST01816,LLD0181,Single Room,1,1,Iyana Ipaja,355904,0,Available,2025-02-18
LST01817,LLD0390,Self-Contain,1,1,Ajah,358450,20000,Inactive,2025-04-16
LST01818,LLD0078,Self-Contain,2,1,Ajah,125179,10000,Available,2025-03-23
LST01819,LLD0214,Flat,2,2,Ajah,197659,20000,Available,2025-05-01
LST01820,LLD0013,Self-Contain,1,1,Surulere,126554,0,Rented,2025-02-17
LST01821,LLD0214,Flat,1,1,Lekki,447429,0,Available,2025-01-14
LST01822,LLD0402,Single Room,2,1,Surulere,453260,0,Available,2025-03-28
LST01823,LLD0127,Single Room,1,2,Lekki,181015,,Rented,2025-01-30
LST01824,LLD0309,Self-Contain,1,1,Ikeja,94425,20000,Rented,2025-03-02
LST01825,LLD0476,Single Room,2,1,Ajah,307997,10000,Rented,2025-01-04
LST01826,LLD0247,Self-Contain,2,2,Lekki,202448,20000,Available,2025-03-21
LST01827,LLD0403,Single Room,3,1,Yaba,334734,20000,Rented,2025-04-24
LST01828,LLD0028,Self-Contain,2,1,Yaba,355547,20000,Available,2025-05-01
LST01829,LLD0279,Self-Contain,2,1,Lekki,76628,10000,Available,2025-03-13
LST01830,LLD0337,Flat,2,2,Ikeja,139421,0,Available,2025-02-11
LST01831,LLD0318,Flat,3,1,Iyana Ipaja,417907,10000,Rented,2025-04-28
LST01832,LLD0201,Flat,1,1,Surulere,183264,0,Available,2025-03-20
LST01833,LLD0360,Flat,2,2,Ajah,202505,20000,Available,2025-01-29
LST01834,LLD0056,Self-Contain,2,2,Lekki,396773,10000,Rented,2025-03-24
LST01835,LLD0391,Single Room,3,1,Ikeja,436206,10000,Rented,2025-01-09
LST01836,LLD0217,Self-Contain,3,1,Surulere,80617,10000,Available,2025-03-23
LST01837,LLD0061,Flat,3,1,Iyana Ipaja,298588,0,Available,2025-04-16
LST01838,LLD0156,Flat,1,2,Ikeja,419598,,Available,2025-03-01
LST01839,LLD0201,Single Room,3,1,Iyana Ipaja,212754,,Rented,2025-04-27
LST01840,LLD0016,Flat,1,2,Yaba,322394,0,Rented,2025-03-31
LST01841,LLD0321,Self-Contain,2,1,Surulere,344980,30000,Inactive,2025-02-08
LST01842,LLD0005,Self-Contain,2,2,Surulere,424463,10000,Rented,2025-03-25
LST01843,LLD0057,Self-Contain,2,2,Iyana Ipaja,379317,20000,Available,2025-02-22
LST01844,LLD0324,Self-Contain,3,2,Yaba,440083,0,Rented,2025-01-15
LST01845,LLD0411,Self-Contain,2,1,Ajah,418905,0,Rented,2025-01-18
LST01846,LLD0317,Single Room,3,2,Lekki,56251,30000,Inactive,2025-01-06
LST01847,LLD0168,Self-Contain,1,2,Yaba,151429,30000,Inactive,2025-01-05
LST01848,LLD0452,Flat,2,1,Ikeja,368390,10000,Available,2025-02-08
LST01849,LLD0081,Flat,1,2,Iyana Ipaja,302093,30000,Inactive,2025-03-05
LST01850,LLD0473,Flat,3,2,Surulere,214078,20000,Available,2025-01-15
LST01851,LLD0467,Flat,3,1,Ikeja,136966,0,Available,2025-01-13
LST01852,LLD0424,Single Room,2,2,Surulere,484001,10000,Available,2025-01-31
LST01853,LLD0432,Flat,2,1,Yaba,279666,0,Available,2025-04-24
LST01854,LLD0218,Single Room,3,1,Surulere,449680,20000,Inactive,2025-03-10
LST01855,LLD0176,Flat,2,1,Surulere,117344,,Available,2025-01-18
LST01856,LLD0203,Single Room,2,2,Surulere,453497,20000,Available,2025-02-19
LST01857,LLD0070,Single Room,1,1,Surulere,362250,20000,Rented,2025-02-28
LST01858,LLD0386,Single Room,3,2,Ikeja,171720,20000,Available,2025-02-17
LST01859,LLD0265,Flat,1,2,Iyana Ipaja,144840,10000,Rented,2025-03-27
LST01860,LLD0097,Single Room,2,2,Lekki,281306,10000,Inactive,2025-04-06
LST01861,LLD0344,Self-Contain,1,2,Ikeja,155293,10000,Rented,2025-03-31
LST01862,LLD0290,Self-Contain,3,1,Ajah,226112,20000,Inactive,2025-03-11
LST01863,LLD0207,Flat,1,1,Iyana Ipaja,304235,30000,Inactive,2025-02-23
LST01864,LLD0001,Self-Contain,1,2,Iyana Ipaja,58998,10000,Rented,2025-03-17
LST01865,LLD0123,Self-Contain,2,2,Ajah,457733,10000,Inactive,2025-04-06
LST01866,LLD0279,Self-Contain,3,1,Yaba,418227,20000,Inactive,2025-04-04
LST01867,LLD0073,Flat,2,1,Ajah,497498,0,Inactive,2025-01-20
LST01868,LLD0165,Flat,2,1,Yaba,355010,20000,Rented,2025-04-24
LST01869,LLD0021,Self-Contain,3,2,Lekki,425528,0,Inactive,2025-02-23
LST01870,LLD0153,Flat,1,1,Yaba,72969,20000,Available,2025-03-25
LST01871,LLD0426,Single Room,2,1,Lekki,413124,20000,Rented,2025-01-13
LST01872,LLD0438,Self-Contain,1,1,Lekki,196855,10000,Available,2025-04-17
LST01873,LLD0294,Flat,3,2,Surulere,168259,30000,Rented,2025-03-04
LST01874,LLD0218,Flat,2,1,Surulere,81107,10000,Available,2025-03-20
LST01875,LLD0156,Self-Contain,1,1,Ajah,226703,0,Inactive,2025-02-22
LST01876,LLD0494,Flat,1,1,Lekki,446975,10000,Available,2025-05-01
LST01877,LLD0229,Self-Contain,2,2,Yaba,64789,30000,Available,2025-02-05
LST01878,LLD0019,Flat,3,2,Ikeja,256418,0,Available,2025-01-05
LST01879,LLD0474,Single Room,1,1,Surulere,325358,10000,Rented,2025-03-30
LST01880,LLD0040,Self-Contain,3,2,Iyana Ipaja,382801,20000,Inactive,2025-02-17
LST01881,LLD0437,Single Room,2,2,Iyana Ipaja,341626,10000,Inactive,2025-01-28
LST01882,LLD0147,Self-Contain,1,1,Yaba,213544,0,Available,2025-02-26
LST01883,LLD0107,Flat,1,2,Surulere,124536,10000,Available,2025-02-26
LST01884,LLD0402,Single Room,1,1,Ikeja,360331,30000,Rented,2025-01-31
LST01885,LLD0083,Flat,3,2,Lekki,81087,,Available,2025-04-20
LST01886,LLD0482,Self-Contain,1,2,Surulere,313085,0,Available,2025-02-16
LST01887,LLD0366,Self-Contain,1,1,Yaba,280714,20000,Available,2025-01-13
LST01888,LLD0321,Self-Contain,2,1,Lekki,431484,0,Rented,2025-03-29
LST01889,LLD0413,Self-Contain,1,1,Surulere,182393,20000,Available,2025-02-17
LST01890,LLD0308,Self-Contain,3,2,Ajah,264646,0,Available,2025-03-11
LST01891,LLD0289,Single Room,2,2,Ikeja,95972,0,Available,2025-04-26
LST01892,LLD0405,Self-Contain,2,2,Iyana Ipaja,398802,20000,Rented,2025-03-24
LST01893,LLD0322,Flat,1,2,Yaba,351505,0,Rented,2025-02-15
LST01894,LLD0133,Single Room,2,1,Iyana Ipaja,91354,10000,Inactive,2025-01-08
LST01895,LLD0206,Flat,1,1,Lekki,378471,,Rented,2025-02-20
LST01896,LLD0282,Self-Contain,2,1,Lekki,97191,,Inactive,2025-02-05
LST01897,LLD0265,Flat,3,1,Ajah,367972,0,Inactive,2025-01-25
LST01898,LLD0072,Single Room,1,1,Lekki,60136,20000,Available,2025-01-16
LST01899,LLD0480,Single Room,3,2,Lekki,458963,20000,Inactive,2025-04-19
LST01900,LLD0351,Single Room,1,2,Iyana Ipaja,378423,10000,Available,2025-04-16
LST01901,LLD0047,Flat,3,1,Iyana Ipaja,384204,,Rented,2025-02-28
LST01902,LLD0325,Single Room,3,2,Yaba,260474,20000,Rented,2025-01-12
LST01903,LLD0232,Flat,2,2,Yaba,89342,20000,Inactive,2025-03-26
LST01904,LLD0442,Self-Contain,1,2,Lekki,393995,10000,Available,2025-01-28
LST01905,LLD0099,Self-Contain,2,1,Surulere,276519,10000,Inactive,2025-03-24
LST01906,LLD0058,Flat,3,2,Ikeja,488548,10000,Inactive,2025-03-23
LST01907,LLD0257,Single Room,1,1,Yaba,345105,10000,Rented,2025-03-18
LST01908,LLD0412,Flat,3,2,Lekki,156198,0,Inactive,2025-01-03
LST01909,LLD0451,Flat,3,2,Surulere,119810,0,Available,2025-01-07
LST01910,LLD0064,Flat,3,1,Surulere,341982,0,Rented,2025-04-11
LST01911,LLD0082,Self-Contain,3,1,Iyana Ipaja,326476,10000,Rented,2025-02-12
LST01912,LLD0153,Flat,2,1,Surulere,375145,10000,Inactive,2025-02-01
LST01913,LLD0472,Self-Contain,3,1,Ajah,140329,10000,Inactive,2025-01-17
LST01914,LLD0265,Flat,2,2,Iyana Ipaja,479566,10000,Inactive,2025-04-11
LST01915,LLD0308,Self-Contain,3,1,Iyana Ipaja,431915,20000,Available,2025-03-14
LST01916,LLD0078,Flat,1,1,Ajah,393098,10000,Inactive,2025-01-27
LST01917,LLD0314,Flat,3,2,Iyana Ipaja,98473,,Available,2025-01-09
LST01918,LLD0149,Single Room,3,2,Yaba,221969,20000,Inactive,2025-04-17
LST01919,LLD0434,Single Room,1,2,Iyana Ipaja,323826,20000,Inactive,2025-04-08
LST01920,LLD0047,Flat,1,1,Ajah,464943,,Rented,2025-03-12
LST01921,LLD0404,Flat,3,1,Lekki,237741,0,Rented,2025-01-27
LST01922,LLD0378,Flat,3,2,Lekki,93775,10000,Available,2025-03-17
LST01923,LLD0247,Flat,2,2,Lekki,369085,10000,Inactive,2025-01-28
LST01924,LLD0277,Single Room,1,2,Ajah,324259,10000,Available,2025-04-15
LST01925,LLD0355,Self-Contain,1,1,Ajah,100937,0,Rented,2025-04-22
LST01926,LLD0097,Flat,2,2,Yaba,357276,30000,Rented,2025-01-30
LST01927,LLD0413,Single Room,3,1,Ajah,243110,0,Rented,2025-02-12
LST01928,LLD0024,Flat,3,1,Surulere,324169,,Rented,2025-04-10
LST01929,LLD0492,Flat,1,2,Lekki,145439,20000,Available,2025-01-19
LST01930,LLD0283,Self-Contain,2,1,Ajah,370670,20000,Inactive,2025-04-11
LST01931,LLD0448,Flat,3,1,Ikeja,197979,0,Available,2025-04-26
LST01932,LLD0368,Flat,1,1,Iyana Ipaja,118832,20000,Inactive,2025-03-18
LST01933,LLD0300,Self-Contain,3,1,Yaba,106108,10000,Rented,2025-01-01
LST01934,LLD0067,Self-Contain,3,1,Lekki,464079,10000,Available,2025-02-05
LST01935,LLD0006,Self-Contain,3,1,Surulere,186757,30000,Inactive,2025-04-20
LST01936,LLD0304,Self-Contain,1,2,Surulere,56647,10000,Inactive,2025-01-19
LST01937,LLD0136,Single Room,2,1,Lekki,80145,10000,Rented,2025-01-17
LST01938,LLD0163,Single Room,2,2,Surulere,483778,30000,Inactive,2025-03-11
LST01939,LLD0082,Single Room,3,1,Ikeja,153894,0,Inactive,2025-02-02
LST01940,LLD0384,Flat,2,2,Yaba,201839,20000,Available,2025-04-13
LST01941,LLD0137,Self-Contain,3,2,Iyana Ipaja,148702,20000,Rented,2025-01-23
LST01942,LLD0419,Self-Contain,1,2,Yaba,166839,10000,Rented,2025-01-15
LST01943,LLD0072,Single Room,1,1,Yaba,317574,30000,Inactive,2025-03-26
LST01944,LLD0236,Flat,1,1,Lekki,184952,,Inactive,2025-04-21
LST01945,LLD0045,Flat,3,1,Ajah,377806,10000,Rented,2025-01-04
LST01946,LLD0105,Flat,2,1,Iyana Ipaja,166775,10000,Rented,2025-01-17
LST01947,LLD0415,Single Room,1,1,Yaba,110487,20000,Rented,2025-01-02
LST01948,LLD0287,Flat,3,1,Ikeja,351937,20000,Inactive,2025-02-15
LST01949,LLD0261,Flat,2,2,Lekki,163584,20000,Inactive,2025-04-12
LST01950,LLD0175,Flat,2,1,Ajah,160549,10000,Rented,2025-04-11
LST01951,LLD0165,Self-Contain,2,1,Ajah,369734,0,Rented,2025-01-31
LST01952,LLD0144,Single Room,3,1,Lekki,121461,,Inactive,2025-03-17
LST01953,LLD0329,Self-Contain,3,2,Yaba,102470,10000,Inactive,2025-02-11
LST01954,LLD0369,Self-Contain,3,2,Surulere,248689,20000,Inactive,2025-01-03
LST01955,LLD0282,Single Room,1,2,Lekki,375760,30000,Available,2025-01-23
LST01956,LLD0053,Self-Contain,3,2,Surulere,150361,10000,Rented,2025-02-03
LST01957,LLD0177,Flat,1,1,Ajah,251895,20000,Available,2025-01-07
LST01958,LLD0418,Flat,1,1,Ajah,219743,0,Available,2025-01-17
LST01959,LLD0243,Flat,1,2,Ikeja,448551,,Inactive,2025-04-05
LST01960,LLD0340,Flat,3,2,Ikeja,118525,0,Rented,2025-02-23
LST01961,LLD0126,Single Room,1,1,Ajah,155879,10000,Inactive,2025-03-09
LST01962,LLD0408,Self-Contain,3,2,Ikeja,405853,20000,Inactive,2025-01-15
LST01963,LLD0411,Self-Contain,3,2,Ikeja,383401,20000,Inactive,2025-04-06
LST01964,LLD0366,Flat,1,2,Ikeja,499446,0,Inactive,2025-01-09
LST01965,LLD0270,Flat,1,2,Ajah,263331,10000,Rented,2025-03-02
LST01966,LLD0131,Self-Contain,1,1,Yaba,52728,10000,Rented,2025-02-27
LST01967,LLD0092,Single Room,3,2,Yaba,395655,10000,Inactive,2025-04-10
LST01968,LLD0378,Self-Contain,3,1,Iyana Ipaja,72167,20000,Available,2025-02-16
LST01969,LLD0072,Flat,1,2,Ikeja,217001,0,Inactive,2025-03-07
LST01970,LLD0410,Flat,1,2,Yaba,256108,20000,Available,2025-03-17
LST01971,LLD0409,Single Room,2,1,Iyana Ipaja,123711,30000,Available,2025-01-14
LST01972,LLD0402,Self-Contain,1,1,Lekki,218469,,Inactive,2025-02-27
LST01973,LLD0247,Single Room,2,2,Ikeja,438362,20000,Rented,2025-03-06
LST01974,LLD0347,Single Room,2,2,Yaba,243320,10000,Inactive,2025-01-29
LST01975,LLD0272,Flat,3,2,Yaba,228608,10000,Rented,2025-03-20
LST01976,LLD0042,Self-Contain,3,1,Surulere,384581,,Available,2025-01-06
LST01977,LLD0376,Flat,2,2,Yaba,388570,30000,Rented,2025-04-04
LST01978,LLD0040,Self-Contain,2,2,Surulere,126851,10000,Rented,2025-04-11
LST01979,LLD0169,Flat,1,1,Iyana Ipaja,130962,,Rented,2025-04-27
LST01980,LLD0433,Flat,2,2,Surulere,474532,30000,Inactive,2025-04-21
LST01981,LLD0211,Self-Contain,1,2,Lekki,347209,,Available,2025-03-26
LST01982,LLD0492,Self-Contain,3,2,Ikeja,432282,20000,Available,2025-03-08
LST01983,LLD0167,Flat,1,1,Yaba,130286,30000,Rented,2025-02-08
LST01984,LLD0038,Self-Contain,3,2,Ajah,335818,30000,Available,2025-02-28
LST01985,LLD0368,Flat,2,2,Ikeja,306005,0,Rented,2025-03-24
LST01986,LLD0244,Self-Contain,2,2,Ajah,431776,,Rented,2025-01-04
LST01987,LLD0150,Flat,2,2,Iyana Ipaja,76085,10000,Rented,2025-01-08
LST01988,LLD0110,Flat,1,1,Yaba,350230,10000,Rented,2025-03-03
LST01989,LLD0479,Flat,3,2,Ikeja,299567,20000,Inactive,2025-04-19
LST01990,LLD0435,Single Room,3,2,Ikeja,426844,20000,Rented,2025-02-21
LST01991,LLD0046,Self-Contain,3,2,Yaba,113493,30000,Available,2025-02-24
LST01992,LLD0062,Flat,3,2,Lekki,496402,10000,Inactive,2025-03-29
LST01993,LLD0224,Single Room,3,1,Iyana Ipaja,98248,10000,Available,2025-01-14
LST01994,LLD0365,Flat,1,2,Yaba,76156,0,Inactive,2025-03-04
LST01995,LLD0068,Single Room,3,2,Surulere,266425,10000,Rented,2025-04-02
LST01996,LLD0298,Flat,2,1,Ikeja,251241,20000,Inactive,2025-04-27
LST01997,LLD0431,Flat,3,2,Lekki,412499,10000,Available,2025-02-26
LST01998,LLD0289,Single Room,2,1,Ikeja,184948,10000,Inactive,2025-01-10
LST01999,LLD0295,Single Room,1,2,Ajah,252516,10000,Inactive,2025-04-26
LST02000,LLD0202,Self-Contain,1,1,Ikeja,236354,20000,Rented,2025-01-11
LST02001,LLD0060,Self-Contain,2,1,Iyana Ipaja,384107,0,Rented,2025-02-11
LST02002,LLD0433,Single Room,3,2,Yaba,488993,20000,Inactive,2025-03-19
LST02003,LLD0450,Self-Contain,1,1,Ikeja,98119,10000,Rented,2025-01-19
LST02004,LLD0317,Single Room,1,1,Surulere,413188,0,Rented,2025-01-09
LST02005,LLD0313,Self-Contain,1,2,Ajah,412236,30000,Inactive,2025-01-17
LST02006,LLD0160,Flat,3,2,Ajah,428784,10000,Available,2025-02-05
LST02007,LLD0330,Self-Contain,2,2,Yaba,196713,20000,Rented,2025-03-21
LST02008,LLD0015,Flat,2,2,Ajah,126432,20000,Inactive,2025-03-23
LST02009,LLD0337,Flat,3,2,Yaba,128451,20000,Inactive,2025-03-16
LST02010,LLD0093,Self-Contain,1,2,Iyana Ipaja,135340,20000,Inactive,2025-03-12
LST02011,LLD0303,Single Room,3,2,Yaba,331555,20000,Available,2025-04-02
